12-01-2017,00:49:02, 262.8 , 84.8 , 74 , 141.2 , 179 , 461.1 , 0 , 0 , 163.2 , 258 , 257.9 , 0 , 0 , 61.3 , 41.6 , 3 , 71.5 , 0 , 69 , 38.5 , 9.77 , 0 , 11.18 , 11.88 , 35 , 19 , 20 , 9 , 60.03 , .023 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 86 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:50:02, 283.3 , 108 , 76.5 , 138.7 , 176.7 , 461.2 , 0 , 0 , 163.3 , 258 , 257.9 , 0 , 0 , 60.8 , 42.1 , 3 , 68.9 , 0 , 67.9 , 39.7 , 9.84 , 0 , 10.88 , 11.4 , 35 , 19 , 20 , 9 , 60 , .033 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:51:01, 259.1 , 93.6 , 63.7 , 135.2 , 166.6 , 438.3 , 0 , 0 , 162.3 , 258 , 257.9 , 0 , 0 , 61.5 , 42.8 , 3 , 61 , 0 , 65.2 , 40.3 , 10.31 , 0 , 11.34 , 11.71 , 35 , 19 , 20 , 9 , 59.99 , .025 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 94 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:52:02, 253.3 , 91.4 , 66.2 , 132.7 , 161.7 , 436 , 0 , 0 , 163.2 , 258 , 257.9 , 0 , 0 , 61 , 43.3 , 3 , 59.7 , 0 , 71 , 30.9 , 10.03 , 0 , 11.19 , 12.09 , 35 , 19 , 20 , 9 , 60.02 , .047 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 98 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:53:02, 268.9 , 99.7 , 69.7 , 129.2 , 167.7 , 445.5 , 0 , 0 , 163.3 , 258 , 257.9 , 0 , 0 , 61.5 , 44 , 3 , 61.4 , 0 , 67 , 39.2 , 10.35 , 0 , 11.63 , 12.08 , 35 , 19 , 20 , 9 , 60.01 , .024 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 101 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:54:02, 280 , 105.4 , 72.2 , 126.7 , 175.9 , 456.2 , 0 , 0 , 162.9 , 258 , 257.9 , 0 , 0 , 61 , 44.5 , 3 , 68.2 , 0 , 67.4 , 40.2 , 10.29 , 0 , 11.08 , 11.87 , 35 , 19 , 20 , 9 , 59.98 , .052 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:55:02, 258.7 , 109.8 , 75.7 , 123.2 , 150.8 , 434.6 , 0 , 0 , 162.2 , 258 , 257.9 , 0 , 0 , 60.3 , 45.2 , 3 , 54.6 , 0 , 57.5 , 38.6 , 9.84 , 0 , 10.85 , 11.47 , 35 , 19 , 20 , 9 , 60.04 , .025 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:56:02, 279.5 , 103.6 , 78.2 , 124 , 171.1 , 457.3 , 0 , 0 , 162.4 , 258 , 257.9 , 0 , 0 , 59.8 , 45.7 , 3 , 65.8 , 0 , 66.9 , 38.3 , 9.82 , 0 , 10.8 , 11.66 , 35 , 19 , 20 , 9 , 59.89 , .043 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:57:01, 270.1 , 97.1 , 76.4 , 126.5 , 163 , 447.4 , 0 , 0 , 162.3 , 258 , 257.9 , 0 , 0 , 60.6 , 46.4 , 3 , 63.2 , 0 , 58.1 , 41.5 , 9.78 , 0 , 10.75 , 11.66 , 35 , 19 , 20 , 9 , 59.94 , .056 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 105 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:58:02, 251.5 , 84 , 75.7 , 124 , 171.7 , 455.5 , 0 , 0 , 162.3 , 258 , 257.9 , 0 , 0 , 60.1 , 46.9 , 3 , 60.8 , 0 , 69.8 , 41.1 , 9.83 , 0 , 10.88 , 11.8 , 35 , 19 , 20 , 9 , 60.05 , .022 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 86 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,00:59:02, 242.7 , 88.3 , 71.2 , 120.5 , 158.5 , 437.7 , 0 , 0 , 162.5 , 258 , 257.9 , 0 , 0 , 60 , 47.6 , 3 , 60 , 0 , 57.7 , 40.8 , 9.92 , 0 , 10.61 , 11.44 , 35 , 19 , 20 , 9 , 60.02 , .026 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 94 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:00:02, 270.6 , 91.8 , 63.8 , 118 , 179.7 , 451.6 , 0 , 0 , 162.5 , 258 , 257.9 , 0 , 0 , 61 , 48.1 , 3 , 70.3 , 0 , 68.3 , 41.1 , 9.94 , 0 , 11.21 , 12.06 , 35 , 19 , 20 , 9 , 60.03 , .026 ,8848,0080,01F1, 80.9 , 21 , 0 , 0 , 0 , 98 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:01:01, 275.5 , 95.3 , 67.3 , 114.5 , 180.7 , 456 , 0 , 0 , 162.6 , 258 , 257.9 , 0 , 0 , 61.6 , 48.8 , 3 , 67.3 , 0 , 71.7 , 41.6 , 10.21 , 0 , 11.22 , 11.74 , 35 , 19 , 20 , 9 , 59.99 , .038 ,8848,0080,01F1, 80.3 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:02:02, 269.1 , 71.3 , 65.9 , 112 , 193.6 , 467.5 , 0 , 0 , 162.4 , 258 , 257.9 , 0 , 0 , 65.4 , 49.3 , 3 , 76.9 , 0 , 77.1 , 39.6 , 10.45 , 0 , 11.9 , 12.33 , 35 , 19 , 20 , 9 , 59.98 , .027 ,8848,0080,01F1, 84 , 21 , 0 , 0 , 0 , 77 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:03:02, 267.9 , 104.5 , 61.2 , 120.5 , 167.8 , 437 , 0 , 0 , 161.7 , 258 , 257.9 , 0 , 0 , 66 , 50 , 3 , 57.3 , 0 , 69.9 , 40.5 , 10.93 , 0 , 11.49 , 12.02 , 35 , 19 , 20 , 9 , 60.02 , .027 ,8848,0080,01F1, 80.9 , 21 , 0 , 0 , 0 , 111 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:04:02, 253.6 , 93.1 , 63.7 , 123.5 , 161.9 , 433.6 , 0 , 0 , 162.1 , 258 , 257.9 , 0 , 0 , 65.5 , 47.2 , 3 , 55.8 , 0 , 65.7 , 40.3 , 10.27 , 0 , 10.94 , 11.62 , 35 , 19 , 20 , 9 , 60.03 , .025 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:05:02, 267.4 , 77.8 , 60.6 , 120 , 189.4 , 458.1 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 64.8 , 47.9 , 3 , 73.7 , 0 , 75 , 40.6 , 10.37 , 0 , 11.1 , 11.76 , 35 , 19 , 20 , 9 , 60.04 , .025 ,8848,0080,01F1, 81.7 , 21 , 0 , 0 , 0 , 81 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:06:02, 265.3 , 98.4 , 63.1 , 117.5 , 166.4 , 437.5 , 0 , 0 , 161.3 , 258 , 257.9 , 0 , 0 , 64.3 , 48.4 , 3 , 58.8 , 0 , 67.6 , 39.9 , 10.63 , 0 , 10.9 , 11.63 , 35 , 19 , 20 , 9 , 60.02 , .026 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 101 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:07:02, 252.3 , 72.1 , 59.6 , 114 , 176.5 , 444.2 , 0 , 0 , 160.6 , 258 , 257.9 , 0 , 0 , 63.6 , 49.1 , 3 , 62.3 , 0 , 74.4 , 39.8 , 10.4 , 0 , 11.1 , 12.21 , 35 , 19 , 20 , 9 , 59.98 , .032 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 77 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:08:01, 252 , 75.6 , 61.2 , 111.5 , 177.9 , 447.2 , 0 , 0 , 160.7 , 258 , 257.9 , 0 , 0 , 63.1 , 49.6 , 3 , 66.7 , 0 , 71.8 , 39.3 , 10.3 , 0 , 11.34 , 12.22 , 35 , 19 , 20 , 9 , 60.09 , .031 ,8848,0080,01F1, 80.1 , 21 , 0 , 0 , 0 , 84 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:09:02, 276 , 108 , 64.7 , 126.2 , 169.8 , 442.5 , 0 , 0 , 161 , 258 , 257.9 , 0 , 0 , 62.4 , 50.3 , 3 , 66.9 , 0 , 68 , 34.8 , 10.22 , 0 , 10.99 , 11.9 , 35 , 19 , 20 , 9 , 60.02 , .034 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 112 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:10:02, 281.4 , 96.6 , 67.2 , 123.7 , 189.1 , 464.3 , 0 , 0 , 160.6 , 258 , 257.9 , 0 , 0 , 63.4 , 50.8 , 3 , 76.9 , 0 , 71.6 , 40.4 , 11.02 , 0 , 11.8 , 12.5 , 35 , 19 , 20 , 9 , 60.04 , .043 ,8848,0080,01F1, 83.3 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:11:02, 284.5 , 104.5 , 70.7 , 121.5 , 182.7 , 461.4 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 64.7 , 51.5 , 3 , 69.9 , 0 , 72.9 , 39.7 , 11 , 0 , 11.66 , 12.55 , 35 , 19 , 20 , 9 , 60.06 , .03 ,8848,0080,01F1, 81 , 21 , 0 , 0 , 0 , 107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:12:02, 284.5 , 104.5 , 70.7 , 121.5 , 182.7 , 461.4 , 0 , 0 , 160.8 , 258 , 257.9 , 0 , 0 , 64.7 , 51.5 , 3 , 69.9 , 0 , 72.9 , 39.7 , 11 , 0 , 11.66 , 12.55 , 35 , 19 , 20 , 9 , 60.06 , .03 ,8848,0080,01F1, 81 , 21 , 0 , 0 , 0 , 107 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:13:02, 273.2 , 97.5 , 72.1 , 121.1 , 175.6 , 455.8 , 0 , 0 , 160.6 , 258 , 257.9 , 0 , 0 , 63.5 , 50.9 , 3 , 66.5 , 0 , 67.9 , 41.1 , 10.22 , 0 , 11.46 , 12.21 , 35 , 19 , 20 , 9 , 60.01 , .031 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:14:02, 273.2 , 97.5 , 72.1 , 121.1 , 175.6 , 455.8 , 0 , 0 , 160.6 , 258 , 257.9 , 0 , 0 , 63.5 , 50.9 , 3 , 66.5 , 0 , 67.9 , 41.1 , 10.22 , 0 , 11.46 , 12.21 , 35 , 19 , 20 , 9 , 60.01 , .031 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:15:02, 269.1 , 99.7 , 74.3 , 115.1 , 166 , 448.3 , 0 , 0 , 160.1 , 258 , 257.9 , 0 , 0 , 62.3 , 49.8 , 3 , 60.7 , 0 , 67.6 , 37.5 , 10.03 , 0 , 11.07 , 12.05 , 35 , 19 , 20 , 9 , 60.15 , .055 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:16:02, 269.1 , 99.7 , 74.3 , 115.1 , 166 , 448.3 , 0 , 0 , 160.1 , 258 , 257.9 , 0 , 0 , 62.3 , 49.8 , 3 , 60.7 , 0 , 67.6 , 37.5 , 10.03 , 0 , 11.07 , 12.05 , 35 , 19 , 20 , 9 , 60.15 , .055 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 109 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:17:02, 267.9 , 117.6 , 65.9 , 128.7 , 143.9 , 417.8 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 63.3 , 47.9 , 3 , 48.9 , 0 , 56 , 38.8 , 9.89 , 0 , 11 , 11.61 , 35 , 19 , 20 , 9 , 59.99 , .038 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:18:03, 267.9 , 117.6 , 65.9 , 128.7 , 143.9 , 417.8 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 63.3 , 47.9 , 3 , 48.9 , 0 , 56 , 38.8 , 9.89 , 0 , 11 , 11.61 , 35 , 19 , 20 , 9 , 59.99 , .038 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 118 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:19:02, 263.1 , 86.1 , 67.2 , 126.7 , 179.4 , 454.6 , 0 , 0 , 161.1 , 258 , 257.9 , 0 , 0 , 63.3 , 49.1 , 3 , 71.6 , 0 , 73.1 , 34.5 , 10.21 , 0 , 11.29 , 12.49 , 35 , 19 , 20 , 9 , 60.07 , .047 ,8848,0080,01F1, 82.5 , 21 , 0 , 0 , 0 , 88 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:20:02, 263.1 , 86.1 , 67.2 , 126.7 , 179.4 , 454.6 , 0 , 0 , 161.1 , 258 , 257.9 , 0 , 0 , 63.3 , 49.1 , 3 , 71.6 , 0 , 73.1 , 34.5 , 10.21 , 0 , 11.29 , 12.49 , 35 , 19 , 20 , 9 , 60.07 , .047 ,8848,0080,01F1, 82.5 , 21 , 0 , 0 , 0 , 88 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:21:02, 239.8 , 95.8 , 60.7 , 131.3 , 149.6 , 418.3 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 65.5 , 49.8 , 3 , 55.5 , 0 , 55 , 39 , 10.46 , 0 , 11.48 , 12.13 , 35 , 19 , 20 , 9 , 60.07 , .051 ,8848,0000,01F1, 80.2 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:22:02, 239.8 , 95.8 , 60.7 , 131.3 , 149.6 , 418.3 , 0 , 0 , 160.9 , 258 , 257.9 , 0 , 0 , 65.5 , 49.8 , 3 , 55.5 , 0 , 55 , 39 , 10.46 , 0 , 11.48 , 12.13 , 35 , 19 , 20 , 9 , 60.07 , .051 ,8848,0000,01F1, 80.2 , 21 , 0 , 0 , 0 , 99 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:23:03, 268.5 , 75.6 , 57.6 , 125.3 , 198.7 , 464.4 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 66.6 , 49.4 , 3 , 80.2 , 0 , 81.9 , 36.5 , 12.09 , 0 , 12.96 , 13.6 , 35 , 19 , 20 , 9 , 60.08 , .053 ,8848,0080,01F1, 86.3 , 21 , 0 , 0 , 0 , 73 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:24:02, 268.5 , 75.6 , 57.6 , 125.3 , 198.7 , 464.4 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 66.6 , 49.4 , 3 , 80.2 , 0 , 81.9 , 36.5 , 12.09 , 0 , 12.96 , 13.6 , 35 , 19 , 20 , 9 , 60.08 , .053 ,8848,0080,01F1, 86.3 , 21 , 0 , 0 , 0 , 73 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
DATE,TIME,Village Load,Diesel kW,Diesel Min kW,Diesel Max kW,Wind Output,Wind Allowed,Dispatch Wait,SLC Load,SLC Temp,SLC Fixed kW,SLC Thermal kW,SLC Max kW,SLC Avg kW,Wind Max kW,Wind Min kW,# Turbines On-Line,WTG1 Output,WTG2 Output,WTG3 Output,WTG4 Output,WTG1 WindSpd,WTG2 WindSpd,WTG3 WindSpd,WTG4 WindSpd,WTG1 Starts,WTG2 Starts,WTG3 Starts,WTG4 Starts,Frequency,Instability,Wind status,SLC status,Diesel status,System Wind Allowed,Outage Count,ILC kW,ILC Temp,Diesel1 kW,Diesel2 kW,Diesel3 kW,Diesel4 kW,WTG1 Faults L,WTG1 Faults H,WTG2 Faults L,WTG2 Faults H,WTG3 Faults L,WTG3 Faults H,WTG3 Faults L,WTG4 Faults H,ILC Status,ILC kWhrs
12-01-2017,01:25:02, 265.4 , 94.5 , 60.5 , 119.3 , 168.7 , 437.3 , 0 , 0 , 160.2 , 258 , 257.9 , 0 , 0 , 67.6 , 50.6 , 3 , 60.8 , 0 , 66.9 , 40.9 , 10.72 , 0 , 11.82 , 12.73 , 35 , 19 , 20 , 9 , 60.01 , .026 ,8848,0080,01F1, 81.1 , 21 , 0 , 0 , 0 , 96 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:26:02, 265.4 , 94.5 , 60.5 , 119.3 , 168.7 , 437.3 , 0 , 0 , 160.2 , 258 , 257.9 , 0 , 0 , 67.6 , 50.6 , 3 , 60.8 , 0 , 66.9 , 40.9 , 10.72 , 0 , 11.82 , 12.73 , 35 , 19 , 20 , 9 , 60.01 , .026 ,8848,0080,01F1, 81.1 , 21 , 0 , 0 , 0 , 96 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:27:02, 270.7 , 80.9 , 66.5 , 113.3 , 190.5 , 465 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 66.4 , 51.8 , 3 , 75.6 , 0 , 74.4 , 40.4 , 11.21 , 0 , 12.41 , 13.03 , 35 , 19 , 20 , 9 , 60.07 , .042 ,8848,0080,01F1, 83.6 , 21 , 0 , 0 , 0 , 81 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:28:02, 270.7 , 80.9 , 66.5 , 113.3 , 190.5 , 465 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 66.4 , 51.8 , 3 , 75.6 , 0 , 74.4 , 40.4 , 11.21 , 0 , 12.41 , 13.03 , 35 , 19 , 20 , 9 , 60.07 , .042 ,8848,0080,01F1, 83.6 , 21 , 0 , 0 , 0 , 81 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:29:02, 255.2 , 111.5 , 71.1 , 144.5 , 147.7 , 426.8 , 0 , 0 , 159.7 , 258 , 257.9 , 0 , 0 , 65.3 , 42.9 , 3 , 48.8 , 0 , 57.5 , 41.3 , 9.6 , 0 , 10.78 , 11.72 , 35 , 19 , 20 , 9 , 60.01 , .025 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 114 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:30:02, 255.2 , 111.5 , 71.1 , 144.5 , 147.7 , 426.8 , 0 , 0 , 159.7 , 258 , 257.9 , 0 , 0 , 65.3 , 42.9 , 3 , 48.8 , 0 , 57.5 , 41.3 , 9.6 , 0 , 10.78 , 11.72 , 35 , 19 , 20 , 9 , 60.01 , .025 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 114 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:31:02, 261.7 , 85.7 , 68.9 , 138.5 , 171 , 447.9 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 64.2 , 44.1 , 3 , 61.7 , 0 , 70 , 39.2 , 9.79 , 0 , 10.92 , 11.63 , 35 , 19 , 20 , 9 , 60.01 , .029 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 98 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:32:03, 261.7 , 85.7 , 68.9 , 138.5 , 171 , 447.9 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 64.2 , 44.1 , 3 , 61.7 , 0 , 70 , 39.2 , 9.79 , 0 , 10.92 , 11.63 , 35 , 19 , 20 , 9 , 60.01 , .029 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 98 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:33:02, 258.8 , 129.5 , 74.9 , 132.5 , 143.6 , 426.5 , 0 , 0 , 158.9 , 258 , 257.9 , 0 , 0 , 63 , 45.3 , 3 , 43.2 , 0 , 59.3 , 41 , 9.16 , 0 , 10.13 , 11.46 , 35 , 19 , 20 , 9 , 60.01 , .038 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 128 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:34:02, 258.8 , 129.5 , 74.9 , 132.5 , 143.6 , 426.5 , 0 , 0 , 158.9 , 258 , 257.9 , 0 , 0 , 63 , 45.3 , 3 , 43.2 , 0 , 59.3 , 41 , 9.16 , 0 , 10.13 , 11.46 , 35 , 19 , 20 , 9 , 60.01 , .038 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 128 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:35:02, 266.3 , 87.9 , 64.2 , 126.5 , 181.3 , 453.6 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 62 , 46.5 , 3 , 69.4 , 0 , 70.6 , 41.2 , 9.74 , 0 , 11.2 , 12.59 , 35 , 19 , 20 , 9 , 60.01 , .029 ,8848,0080,01F1, 80.3 , 21 , 0 , 0 , 0 , 86 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:36:02, 266.3 , 87.9 , 64.2 , 126.5 , 181.3 , 453.6 , 0 , 0 , 159.8 , 258 , 257.9 , 0 , 0 , 62 , 46.5 , 3 , 69.4 , 0 , 70.6 , 41.2 , 9.74 , 0 , 11.2 , 12.59 , 35 , 19 , 20 , 9 , 60.01 , .029 ,8848,0080,01F1, 80.3 , 21 , 0 , 0 , 0 , 86 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:37:02, 263.1 , 101.5 , 58.4 , 120.5 , 164.5 , 430.9 , 0 , 0 , 159.4 , 258 , 257.9 , 0 , 0 , 65.1 , 47.7 , 3 , 60.1 , 0 , 63.5 , 40.8 , 11.24 , 0 , 11.88 , 12.69 , 35 , 19 , 20 , 9 , 60.04 , .03 ,8848,0080,01F1, 84.1 , 21 , 0 , 0 , 0 , 103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:38:02, 263.1 , 101.5 , 58.4 , 120.5 , 164.5 , 430.9 , 0 , 0 , 159.4 , 258 , 257.9 , 0 , 0 , 65.1 , 47.7 , 3 , 60.1 , 0 , 63.5 , 40.8 , 11.24 , 0 , 11.88 , 12.69 , 35 , 19 , 20 , 9 , 60.04 , .03 ,8848,0080,01F1, 84.1 , 21 , 0 , 0 , 0 , 103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:39:02, 266.4 , 101 , 64.4 , 138.1 , 165.7 , 438.1 , 0 , 0 , 159.9 , 258 , 257.9 , 0 , 0 , 63.9 , 43.4 , 3 , 53.8 , 0 , 70.6 , 41.2 , 8.63 , 0 , 10.27 , 11.72 , 35 , 19 , 20 , 9 , 60 , .037 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:40:02, 266.4 , 101 , 64.4 , 138.1 , 165.7 , 438.1 , 0 , 0 , 159.9 , 258 , 257.9 , 0 , 0 , 63.9 , 43.4 , 3 , 53.8 , 0 , 70.6 , 41.2 , 8.63 , 0 , 10.27 , 11.72 , 35 , 19 , 20 , 9 , 60 , .037 ,8848,0080,01F1, 80 , 21 , 0 , 0 , 0 , 103 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:41:02, 267.7 , 87.5 , 70.4 , 174 , 184.1 , 462.6 , 0 , 0 , 159.4 , 258 , 257.9 , 0 , 0 , 62.7 , 38.8 , 3 , 76.3 , 0 , 74.1 , 33.6 , 8.37 , 0 , 10.34 , 12.05 , 35 , 19 , 20 , 9 , 60.15 , .037 ,8848,0080,01F1, 80.3 , 21 , 0 , 0 , 0 , 96 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
12-01-2017,01:42:02, 267.7 , 87.5 , 70.4 , 174 , 184.1 , 462.6 , 0 , 0 , 159.4 , 258 , 257.9 , 0 , 0 , 62.7 , 38.8 , 3 , 76.3 , 0 , 74.1 , 33.6 , 8.37 , 0 , 10.34 , 12.05 , 35 , 19 , 20 , 9 , 60.15 , .037 ,8848,0080,01F1, 80.3 , 21 , 0 , 0 , 0 , 96 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 128 , 8154 
